"","title","author","subject","abstract","meta"
"73","Hydra: Computer Vision for Data Quality Monitoring","Thomas Britton, Torri Jeske, David Lawrence, Kishansingh Rajput","Computer Vision and Pattern Recognition (cs.CV)","Hydra is a system which utilizes computer vision to perform near real time data quality management, initially developed for Hall-D in 2019. Since then, it has been deployed across all experimental halls at Jefferson Lab, with the CLAS12 collaboration in Hall-B being the first outside of GlueX to fully utilize Hydra. The system comprises back end processes that manage the models, their inferences, and the data flow. The front-end components, accessible via web pages, allow detector experts and shift crews to view and interact with the system. This talk will give an overview of the Hydra system as well as highlight significant developments in Hydra's feature set, acute challenges with operating Hydra in all halls, and lessons learned along the way.","Fri, 1 Mar 2024 17:20:58 UTC (648 KB)"
"74","Performance optimization for a scintillating glass electromagnetic calorimeter at the EIC","J. Crafts, R. Fatemi, T. Horn, D. Kalinkin","Instrumentation and Detectors (physics.ins-det)","The successful realization of the EIC scientific program requires the design and construction of high-performance particle detectors. Recent developments in the field of scientific computing and increased availability of high performance computing resources have made it possible to perform optimization of multi-parameter designs, even when the latter require longer computational times (for example simulations of particle interactions with matter). Procedures involving machine-assisted techniques used to inform the design decision have seen a considerable growth in popularity among the EIC detector community. Having already been realized for tracking and RICH PID detectors, it has a potential application in calorimetry designs. A SciGlass barrel calorimeter originally designed for EIC Detector-1 has a semi-projective geometry that allows for non-trivial performance gains, but also poses special challenges in the way of effective exploration of the design space while satisfying the available space and the cell dimension constraints together with the full detector acceptance requirement. This talk will cover specific approaches taken to perform this detector design optimization.","Fri, 1 Mar 2024 16:18:02 UTC (830 KB)"
"75","Equilibrium Model with Anisotropy for Model-Based Reconstruction in Magnetic Particle Imaging","Marco Maass, Tobias Kluth, Christine Droigk, Hannes Albers, Konrad Scheffler, Alfred Mertins, Tobias Knopp","Image and Video Processing (eess.IV)","Magnetic particle imaging is a tracer-based tomographic imaging technique that allows the concentration of magnetic nanoparticles to be determined with high spatio-temporal resolution. To reconstruct an image of the tracer concentration, the magnetization dynamics of the particles must be accurately modeled. A popular ensemble model is based on solving the Fokker-Plank equation, taking into account either Brownian or Néel dynamics. The disadvantage of this model is that it is computationally expensive due to an underlying stiff differential equation. A simplified model is the equilibrium model, which can be evaluated directly but in most relevant cases it suffers from a non-negligible modeling error. In the present work, we investigate an extended version of the equilibrium model that can account for particle anisotropy. We show that this model can be expressed as a series of Bessel functions, which can be truncated based on a predefined accuracy, leading to very short computation times, which are about three orders of magnitude lower than equivalent Fokker-Planck computation times. We investigate the accuracy of the model for 2D Lissajous MPI sequences and show that the difference between the Fokker-Planck and the equilibrium model with anisotropy is sufficiently small so that the latter model can be used for image reconstruction on experimental data with only marginal loss of image quality, even compared to a system matrix-based reconstruction.","Fri, 1 Mar 2024 15:28:54 UTC (1,833 KB)"
"76","Resonant wavelengths of whispering gallery modes with a variable refractive index","L. Velázquez-Ibarra, J. Barranco","Optics (physics.optics)","In this work we compute the resonant wavelength of whispering gallery modes for bulk-fused silica microspheres including chromatic dispersion. This is done following two methods: by solving the exact characteristic equation and, on the other hand, by solving the nonlinear equations that result for a variable refractive index in the asymptotic approximations. Similar results with both methods are obtained with differences below $1\%$ . Nevertheless, important differences are found with respect to the resonant wavelengths computed with a constant index and with a variable index. We compute the free spectral range and the quality factor, and make a comparison between the variable index and the constant index cases. The differences are of significant relevance for the free spectral range, while for the quality factor, the constant case is insensitive to the chromatic dispersion. Our work could be useful as a pathway for designing microspheres for different applications.","Fri, 1 Mar 2024 15:11:17 UTC (62 KB)"
"77","Single vibronic level fluorescence spectra from Hagedorn wavepacket dynamics","Zhan Tong Zhang, Jiří J. L. Vaníček","Chemical Physics (physics.chem-ph)","In single vibronic level (SVL) fluorescence experiments, the electronically excited initial state is also excited in one or several vibrational modes. Whereas the time-independent approach of computing all contributing Franck-Condon factors becomes impractical in large systems, a time-dependent formalism has not been applied to simulate emission from arbitrary initial vibrational levels. Here, we apply Hagedorn functions, which are products of a Gaussian and carefully generated polynomials, to represent SVL initial states. Under an at most quadratic potential, the Hagedorn functions are exact solutions to the time-dependent Schrödinger equation and can be propagated using the same equations of motion as a simple Gaussian wavepacket. Having developed an efficient recursive algorithm to compute the overlaps between two Hagedorn wavepackets, we can now evaluate emission spectra from arbitrary vibronic levels using a single trajectory. Here, we use two-dimensional global harmonic models to validate the method by comparing it with quantum split-operator calculations and to demonstrate the effects of displacement, distortion (squeezing), and Duschinsky rotation on SVL spectra. Additionally, we show the practicality of the Hagedorn approach in a high-dimensional system on a displaced, distorted, and Duschinsky-rotated harmonic model with 100 degrees of freedom.","Fri, 1 Mar 2024 14:58:07 UTC (998 KB)"
"78","Implicit high-order gas-kinetic schemes for compressible flows on three-dimensional unstructured meshes II: unsteady flows","Yaqing Yang, Liang Pan, Kun Xu","Numerical Analysis (math.NA)","For the simulations of unsteady flow, the global time step becomes really small with a large variation of local cell size. In this paper, an implicit high-order gas-kinetic scheme (HGKS) is developed to remove the restrictions on the time step for unsteady simulations. In order to improve the efficiency and keep the high-order accuracy, a two-stage third-order implicit time-accurate discretization is proposed. In each stage, an artificial steady solution is obtained for the implicit system with the pseudo-time iteration. In the iteration, the classical implicit methods are adopted to solve the nonlinear system, including the lower-upper symmetric Gauss-Seidel (LUSGS) and generalized minimum residual (GMRES) methods. To achieve the spatial accuracy, the HGKSs with both non-compact and compact reconstructions are constructed. For the non-compact scheme, the weighted essentially non-oscillatory (WENO) reconstruction is used. For the compact one, the Hermite WENO (HWENO) reconstruction is adopted due to the updates of both cell-averaged flow variables and their derivatives. The expected third-order temporal accuracy is achieved with the two-stage temporal discretization. For the smooth flow, only a single artificial iteration is needed. For uniform meshes, the efficiency of the current implicit method improves significantly in comparison with the explicit one. For the flow with discontinuities, compared with the well-known Crank-Nicholson method, the spurious oscillations in the current schemes are well suppressed. The increase of the artificial iteration steps introduces extra reconstructions associating with a reduction of the computational efficiency. Overall, the current implicit method leads to an improvement in efficiency over the explicit one in the cases with a large variation of mesh size.","Fri, 1 Mar 2024 12:08:31 UTC (2,686 KB)"
"79","Three-Dimensional Freeform Reflector Design with a Microfacet Surface Roughness Model","Vì Kronberg, Martijn Anthonissen, Jan ten Thije Boonkkamp, Wilbert IJzerman","Optics (physics.optics)","This manuscript will unify inverse freeform reflector design and surface light scattering to design freeform reflectors with a scattering surface. We use microfacets, which are small, tilted mirrors superimposed on a smooth surface. We form a simple model of surface roughness and light scattering based on the orientations of the microfacets. Using a least-squares solver to compute the smooth reflector as a starting point, we can subsequently alter the surface using an optimization procedure to account for the scattering. After optimization, the resulting reflector surface produces the desired scattered light distribution. We verify the resulting reflector using raytracing.","Fri, 1 Mar 2024 11:44:24 UTC (3,112 KB)"
"80","Phase retrieval beyond the homogeneous object assumption for X-ray in-line holographic imaging","Jens Lucht, Leon M. Lohse, Thorsten Hohage, Tim Salditt","Image and Video Processing (eess.IV)","X-ray near field holography has proven to be a powerful 2D and 3D imaging technique with applications ranging from biomedical research to material sciences. To reconstruct meaningful and quantitative images from the measurement intensities, however, it relies on computational phase retrieval which in many cases assumes the phase-shift and attenuation coefficient of the sample to be proportional. Here, we demonstrate an efficient phase retrieval algorithm that does not rely on this homogeneous-object assumption and is a generalization of the well-established contrast-transfer-function (CTF) approach. We then investigate its stability and present an experimental study comparing the proposed algorithm with established methods. The algorithm shows superior reconstruction quality compared to the established CTF-based method at similar computational cost. Our analysis provides a deeper fundamental understanding of the homogeneous object assumption and the proposed algorithm will help improve the image quality for near-field holography in biomedical applications","Fri, 1 Mar 2024 11:32:12 UTC (2,355 KB)"
"81","Inertia onset in disordered porous media flow","Damian Sniezek, Sahrish B. Naqvi, Maciej Matyka","Fluid Dynamics (physics.flu-dyn)","We investigate the very onset of the inertial regime in pore-scale fluid flow in a three-dimensional, disordered porous media. We analyze how the flow structure changes with increasing Reynolds number. In particular, we compute tortuosity, spatial kinetic energy localization, and the pore-space volume fraction containing negative streamwise velocity. Our analysis shows that the onset of inertia observed in a standard way by computing the friction factor appears at a Reynolds number two orders of magnitude higher than indicated by analyzing tortuosity and spatial distribution of kinetic energy.","Fri, 1 Mar 2024 11:24:29 UTC (334 KB)"
"82","Validation of ML-UQ calibration statistics using simulated reference values: a sensitivity analysis","Pascal Pernot","Machine Learning (stat.ML)","Some popular Machine Learning Uncertainty Quantification (ML-UQ) calibration statistics do not have predefined reference values and are mostly used in comparative studies. In consequence, calibration is almost never validated and the diagnostic is left to the appreciation of the reader. Simulated reference values, based on synthetic calibrated datasets derived from actual uncertainties, have been proposed to palliate this problem. As the generative probability distribution for the simulation of synthetic errors is often not constrained, the sensitivity of simulated reference values to the choice of generative distribution might be problematic, shedding a doubt on the calibration diagnostic. This study explores various facets of this problem, and shows that some statistics are excessively sensitive to the choice of generative distribution to be used for validation when the generative distribution is unknown. This is the case, for instance, of the correlation coefficient between absolute errors and uncertainties (CC) and of the expected normalized calibration error (ENCE). A robust validation workflow to deal with simulated reference values is proposed.","Fri, 1 Mar 2024 10:19:32 UTC (3,716 KB)"
"83","List-Mode PET Image Reconstruction Using Dykstra-Like Splitting","Kibo Ote, Fumio Hashimoto, Yuya Onishi, Yasuomi Ouchi","Medical Physics (physics.med-ph)","To converge the block iterative method in image reconstruction for positron emission tomography (PET), careful control of relaxation parameters is required, which is a challenging task. The automatic determination of relaxation parameters for list-mode reconstructions also remains challenging. Therefore, a different approach than controlling relaxation parameters would be desired by list-mode PET reconstruction. In this study, we propose a list-mode maximum likelihood Dykstra-like splitting PET reconstruction (LM-MLDS). LM-MLDS converges the list-mode block iterative method by adding the distance from an initial image as a penalty term into an objective function. LM-MLDS takes a two-step approach because its performance depends on the quality of the initial image. The first step uses a uniform image as the initial image, and then the second step uses a reconstructed image after one main iteration as the initial image. We evaluated LM-MLDS using simulation and clinical data. LM-MLDS provided a higher peak signal-to-noise ratio and suppressed an oscillation of tradeoff curves between noise and contrast than the other block iterative methods. In a clinical study, LM-MLDS removed the false hotspots at the edge of the axial field of view and improved the image quality of slices covering the top of the head to the cerebellum. LM-MLDS showed different noise properties than the other methods due to Gaussian denoising induced by the proximity operator. The list-mode proximal splitting PET reconstruction is useful not only for optimizing nondifferentiable functions such as total variation but also for converging block iterative methods without controlling relaxation parameters.","Fri, 1 Mar 2024 09:29:41 UTC (970 KB)"
"84","Eckart streaming with nonlinear high-order harmonics: an example at gigahertz","Shiyu Li, Weiwei Cui, Thierry Baasch, Bin Wang, Zhixiong Gong","Fluid Dynamics (physics.flu-dyn)","Acoustic streaming shows great potential in applications such as bubble dynamics, cell aggregation, and nano-sized particle isolation in the biomedical and drug industries. As the acoustic shock distance decreases with the increase of incident frequency, the nonlinear propagation effect will play a role in acoustic streaming, e.g., Eckart (bulk) streaming at a few gigahertz (GHz). However, the theory of source terms of bulk streaming is still missing at this stage when high-order acoustic harmonics play a role. In this paper, we derive the source term including the contribution of higher-order harmonics. The streaming-induced hydrodynamic flow is assumed to be incompressible and no shock wave occurs during the nonlinear acoustic propagation as restricted by the traditional Goldberg number \Gamma < 1 or \Gamma \approx 1 which indicates the importance of nonlinearity relative to dissipation. The derived force terms allow evaluating bulk streaming with high-order harmonics at GHz and provide an exact expression compared to the existing empirical formulas. Numerical results show that the contribution of higher-order harmonics increases the streaming flow velocity by more than 20%. We show that the expression introduced by Nyborg should be avoided in numerical computations as it includes part of the acoustic radiation force that does not lead to acoustic streaming.","Fri, 1 Mar 2024 08:25:18 UTC (624 KB)"
"85","Microwave-to-optics conversion using magnetostatic modes and a tunable optical cavity","Wei-Jiang Wu, Yi-Pu Wang, Jie Li, Gang Li, J. Q. You","Quantum Physics (quant-ph)","Quantum computing, quantum communication and quantum networks rely on hybrid quantum systems operating in different frequency ranges. For instance, the superconducting qubits work in the gigahertz range, while the optical photons used in communication are in the range of hundreds of terahertz. Due to the large frequency mismatch, achieving the direct coupling and information exchange between different information carriers is generally difficult. Accordingly, a quantum interface is demanded, which serves as a bridge to establish information linkage between different quantum systems operating at distinct frequencies. Recently, the magnon mode in ferromagnetic spin systems has received significant attention. While the inherent weak optomagnonic coupling strength restricts the microwave-to-optical photon conversion efficiency using magnons, the versatility of the magnon modes, together with their readily achievable strong coupling with other quantum systems, endow them with many distinct advantages. Here, we realize the magnon-based microwave-light interface by adopting an optical cavity with adjustable free spectrum range and different kinds of magnetostatic modes in two microwave cavity configurations. By optimizing the parameters, an internal conversion efficiency of $1.28 \times 10^{-7}$ is achieved. We analyze the impact of various parameters on the microwave-to-optics conversion. The study provides useful guidance and insights to further enhancing the microwave-to-optics conversion efficiency using magnons.","Fri, 1 Mar 2024 08:17:18 UTC (22,126 KB)[v2] Tue, 5 Mar 2024 03:11:02 UTC (22,126 KB)"
"86","Probing macroscopic temperature changes with non-radiative processes in hyperbolic meta-antennas","Nils Henriksson, Alessio Gabbani, Gaia Petrucci, Denis Garoli, Francesco Pineider, Nicolò Maccaferri","Optics (physics.optics)","Multilayered metal-dielectric nanostructures display both strong plasmonic behavior and hyperbolic optical dispersion. The latter is responsible for the appearance of two separated radiative and non-radiative channels in the extinction spectrum of these structures. This unique property can open a wealth of opportunities towards the development of multifunctional systems that simultaneously can behave as optimal scatterers and absorbers at different wavelengths, an important feature to achieve multiscale control light-matter interactions in different spectral regions for different types of applications, such as optical computing or detection of thermal radiation. Nevertheless, the temperature dependence of the optical properties of these multilayered systems has never been investigated. In this work we study how radiative and non-radiative processes in hyperbolic meta-antennas can probe temperature changes of the surrounding medium. We show that, while radiative processes are essentially not affected by a change in the external temperature, the non-radiative ones are strongly affected by a temperature variation. By combining experiments and temperature dependent effective medium theory, we find that this behavior is connected to enhanced damping effects due to electron-phonon scattering. Contrary to standard plasmonic systems, a red-shift of the non-radiative mode occurs for small variations of the environment temperature. Our study shows that to probe temperature changes it is essential to exploit non-radiative processes in systems supporting plasmonic excitations, which can be used as very sensitive thermometers via linear absorption spectroscopy.","Fri, 1 Mar 2024 07:38:51 UTC (889 KB)[v2] Mon, 4 Mar 2024 07:50:32 UTC (1,113 KB)"
"87","Optimization of Array Encoding for Ultrasound Imaging","Jacob Spainhour, Korben Smart, Stephen Becker, Nick Bottenus","Medical Physics (physics.med-ph)","Objective: The transmit encoding model for synthetic aperture imaging is a robust and flexible framework for understanding the effect of acoustic transmission on ultrasound image reconstruction. Our objective is to use machine learning (ML) to construct scanning sequences, parameterized by time delays and apodization weights, that produce high quality B-mode images. Approach: We use an ML model in PyTorch and simulated RF data from Field II to probe the space of possible encoding sequences for those that minimize a loss function that describes image quality. This approach is made computationally feasible by a novel formulation of the derivative for delay-and-sum beamforming. We demonstrate these results experimentally on wire targets and a tissue-mimicking phantom. Main Results: When trained according to a given set of imaging parameters (imaging domain, hardware restrictions), our ML imaging model produces optimized encoding sequences that improve a number of standard quality metrics including resolution, field of view, and contrast, over conventional sequences. Significance: This work demonstrates that the set of encoding schemes that are commonly used represent only a narrow subset of those available. Additionally, it demonstrates the value for ML tasks in synthetic transmit aperture imaging to consider the beamformer within the model, instead of as purely post-processing.","Fri, 1 Mar 2024 05:19:59 UTC (3,588 KB)"
"88","Multi-junction surface ion trap for quantum computing","J.D. Sterk, M.G. Blain, M. Delaney, R. Haltli, E. Heller, A.L. Holterhoff, T. Jennings, N. Jimenez, A. Kozhanov, Z. Meinelt, E. Ou, J. Van Der Wall, C. Noel, D. Stick","Quantum Physics (quant-ph)","Surface ion traps with two-dimensional layouts of trapping regions are natural architectures for storing large numbers of ions and supporting the connectivity needed to implement quantum algorithms. Many of the components and operations needed to fully exploit this architecture have already been demonstrated, including operation at cryogenic temperatures with low heating, low excitation transport, and ion control and detection with integrated photonics. Here we demonstrate a trap that addresses the scaling challenge of increasing power dissipation as the RF electrode increases in size. By raising the RF electrode and removing most of the insulating dielectric layer below it we reduce both ohmic and dielectric power dissipation. We also measure heating rates across a range of motional frequencies and for different voltage sources in a trap with a raised RF electrode but solid dielectric.","Fri, 1 Mar 2024 00:51:38 UTC (8,441 KB)"
"89","Exact closed forms for the transmittance of electromagnetic waves in one-dimensional anisotropic periodic media","José Concepción Torres-Guzmán, Alfredo Díaz-de-Anda, Jesús Arriaga","Optics (physics.optics)","In this work, we obtain closed expressions for the transfer matrix and the transmittance of electromagnetic waves propagating in finite 1D anisotropic periodic stratified media with an arbitrary number of cells. By invoking the Cayley-Hamilton theorem on the transfer matrix for the electromagnetic field in a periodic stratified media formed by N cells, we obtain a fourth-degree recursive relation for the matrix coefficients that defines the so-called Tetranacci Polynomials. In the symmetric case, corresponding to a unit-cell transfer matrix with a characteristic polynomial where the coefficients of the linear and cubic terms are equal, closed expressions for the solutions to the recursive relation, known as symmetric Tetranacci Polynomials, have recently been derived, allowing us to write the transfer matrix and transmittance in a closed form. We show as sufficient conditions that the $4\times4$ differential propagation matrix of each layer in the binary unit cell, $\Delta$, a) has eigenvalues of the form $\pm p_1$, $\pm p_2$, with $p_1\ne p_2$, and b) its off-diagonal $2\times2$ block matrices possess the same symmetric structure in both layers. Otherwise, the recursive relations are still solvable for any $4\times4$-matrix and provide an algorithm to compute the N-th power of the transfer matrix without carrying out explicitly the matrix multiplication of N matrices. We obtain analytical expressions for the dispersion relation and transmittance, in closed form, for two finite periodic systems: the first one consists of two birefringent uniaxial media with their optical axis perpendicular to the z-axis, and the second consists of two isotropic media subject to an external magnetic field oriented along the z-axis and exhibiting the Faraday effect. Our formalism applies also to lossy media, magnetic anisotropy or optical activity.","Thu, 29 Feb 2024 22:05:43 UTC (657 KB)"
"90","Quantum Readiness in Healthcare and Public Health: Building a Quantum Literate Workforce","Jonathan B VanGeest, Kieran J Fogarty, William G Hervey, Robert A Hanson, Suresh Nair, Timothy A Akers","Physics and Society (physics.soc-ph)","Quantum technologies, including quantum computing, cryptography, and sensing, among others, are set to revolutionize sectors ranging from materials science to drug discovery. Despite their significant potential, the implications for public health have been largely overlooked, highlighting a critical gap in recognition and preparation. This oversight necessitates immediate action, as public health remains largely unaware of quantum technologies as a tool for advancement. The application of quantum principles to epidemiology and health informatics, termed quantum health epidemiology and quantum health informatics, has the potential to radically transform disease surveillance, prediction, modeling, and analysis of health data. However, there is a notable lack of quantum expertise within the public health workforce and educational pipelines. This gap underscores the urgent need for the development of quantum literacy among public health practitioners, leaders, and students to leverage emerging opportunities while addressing risks and ethical considerations. Innovative teaching methods, such as interactive simulations, games, visual models, and other tailored platforms, offer viable solutions for bridging knowledge gaps without the need for advanced physics or mathematics. However, the opportunity to adapt is fleeting as the quantum era in healthcare looms near. It is imperative that public health urgently focuses on updating its educational approaches, workforce strategies, data governance, and organizational culture to proactively meet the challenges of quantum disruption thereby becoming quantum ready.","Thu, 29 Feb 2024 20:55:56 UTC (625 KB)"
"91","A moment tensor potential for lattice thermal conductivity calculations of alpha and beta phases of Ga2O3","Nikita Rybin, Alexander Shapeev","Materials Science (cond-mat.mtrl-sci)","Calculations of heat transport in crystalline materials have recently become mainstream, thanks to machine-learned interatomic potentials that allow for significant computational cost reductions while maintaining the accuracy of first-principles calculations. Moment tensor potentials (MTP) are among the most efficient and accurate models in this regard. In this study, we demonstrate the application of MTP to the calculation of the lattice thermal conductivity of alpha and beta Ga2O3. Although MTP is commonly employed for lattice thermal conductivity calculations, the advantages of applying the active learning methodology for potential generation is often overlooked. Here, we emphasize its importance and illustrate how it enables the generation of a robust and accurate interatomic potential while maintaining a moderate-sized training dataset.","Thu, 29 Feb 2024 20:36:05 UTC (1,089 KB)"
"92","Solving Jigsaw Puzzles using Iterative Random Sampling: Parallels with Development of Skill Mastery","Neil Zhao, Diana Zheng","Computers and Society (cs.CY)","Skill mastery is a priority for success in all fields. We present a parallel between the development of skill mastery and the process of solving jigsaw puzzles. We show that iterative random sampling solves jigsaw puzzles in two phases: a lag phase that is characterized by little change and occupies the majority of the time, and a growth phase that marks rapid and imminent puzzle completion. Changes in the proportions of the number of single pieces and larger pieces can be overlaid on the timeline and progression of skill mastery. An emphasis is placed on the development of connections between pieces, which serves as an indicator of increasing puzzle completion and increasing skill mastery. Our manuscript provides a straightforward visual of skill mastery in the context of a common recreational activity.","Thu, 29 Feb 2024 19:48:24 UTC (2,018 KB)"
"93","Simulations of Classical Three-Body Thermalization in One Dimension","M. Eltohfa, Xinghan Wang, Colton M. Griffin, F. Robicheaux","Atomic Physics (physics.atom-ph)","One-dimensional systems, such as nanowires or electrons moving along strong magnetic field lines, have peculiar thermalization physics. The binary collision of point-like particles, typically the dominant process for reaching thermal equilibrium in higher dimensional systems, cannot thermalize a 1D system. We study how dilute classical 1D gases thermalize through three-body collisions. We consider a system of identical classical point particles with pairwise repulsive inverse power-law potential $V_{ij} \propto 1/|x_i-x_j|^n$ or the pairwise Lennard-Jones potential. Using Monte Carlo methods, we compute a collision kernel and use it in the Boltzmann equation to evolve a perturbed thermal state with temperature $T$ toward equilibrium. We explain the shape of the kernel and its dependence on the system parameters. Additionally, we implement molecular dynamics simulations of a many-body gas and show agreement with the Boltzmann evolution in the low density limit. For the inverse power-law potential, the rate of thermalization is proportional to $\rho^2 T^{\frac{1}{2}-\frac{1}{n}}$ where $\rho$ is the number density. The corresponding proportionality constant decreases with increasing $n$.","Thu, 29 Feb 2024 19:31:12 UTC (831 KB)"
"94","High-purity single-photon generation based on cavity QED","Seigo Kikura, Rui Asaoka, Masato Koashi, Yuuki Tokunaga","Quantum Physics (quant-ph)","We propose a scheme for generating a high-purity single photon on the basis of cavity quantum electrodynamics (QED). This scheme employs a four-level system including two excited states, two ground states, and two driving lasers; this structure allows the suppression of the re-excitation process due to the atomic decay, which is known to significantly degrade the single-photon purity in state-of-the-art photon sources using a three-level system. Our analysis shows that the re-excitation probability arbitrarily approaches zero without sacrificing the photon generation probability when increasing the power of the driving laser between the excited states. This advantage is achievable by using current cavity-QED technologies. Our scheme can contribute to developing distributed quantum computation or quantum communication with high accuracy.","Thu, 29 Feb 2024 19:02:38 UTC (463 KB)"
"95","An All-Optical General-Purpose CPU and Optical Computer Architecture","Michael Kissner, Leonardo Del Bino, Felix Päsler, Peter Caruana, George Ghalanos","Emerging Technologies (cs.ET)","Energy efficiency of electronic digital processors is primarily limited by the energy consumption of electronic communication and interconnects. The industry is almost unanimously pushing towards replacing both long-haul, as well as local chip interconnects, using optics to drastically increase efficiency. In this paper, we explore what comes after the successful migration to optical interconnects, as with this inefficiency solved, the main source of energy consumption will be electronic digital computing, memory and electro-optical conversion. Our approach attempts to address all these issues by introducing efficient all-optical digital computing and memory, which in turn eliminates the need for electro-optical conversions. Here, we demonstrate for the first time a scheme to enable general purpose digital data processing in an integrated form and present our photonic integrated circuit (PIC) implementation. For this demonstration we implemented a URISC architecture capable of running any classical piece of software all-optically and present a comprehensive architectural framework for all-optical computing to go beyond.","Thu, 29 Feb 2024 15:49:25 UTC (2,392 KB)"
"96","Mathematical models of drug delivery via a contact lens during wear","Daniel M. Anderson, Rayanne A. Luke","Biological Physics (physics.bio-ph)","In this work we develop and investigate mathematical and computational models that describe drug delivery from a contact lens during wear. Our models are designed to predict the dynamics of drug release from the contact lens and subsequent transport into the adjacent pre-lens tear film and post-lens tear film as well as into the ocular tissue (e.g. cornea), into the eyelid, and out of these regions. These processes are modeled by one dimensional diffusion out of the lens coupled to compartment-type models for drug concentrations in the various accompanying regions. In addition to numerical solutions that are compared with experimental data on drug release in an in vitro eye model, we also identify a large diffusion limit model for which analytical solutions can be written down for all quantities of interest, such as cumulative release of the drug from the contact lens. We use our models to make assessments about possible mechanisms and drug transport pathways through the pre-lens and post-lens tear films and provide interpretation of experimental observations. We discuss successes and limitations of our models as well as their potential to guide further research to help understand the dynamics of ophthalmic drug delivery via drug-eluting contact lenses.","Wed, 7 Feb 2024 15:14:16 UTC (10,794 KB)"
"97","Accelerating materials discovery for polymer solar cells: Data-driven insights enabled by natural language processing","Pranav Shetty, Aishat Adeboye, Sonakshi Gupta, Chao Zhang, Rampi Ramprasad","Materials Science (cond-mat.mtrl-sci)","We present a natural language processing pipeline that was used to extract polymer solar cell property data from the literature and simulate various active learning strategies. While data-driven methods have been well established to discover novel materials faster than Edisonian trial-and-error approaches, their benefits have not been quantified. Our approach demonstrates a potential reduction in discovery time by approximately 75 %, equivalent to a 15 year acceleration in material innovation. Our pipeline enables us to extract data from more than 3300 papers which is ~5 times larger than similar data sets reported by others. We also trained machine learning models to predict the power conversion efficiency and used our model to identify promising donor-acceptor combinations that are as yet unreported. We thus demonstrate a workflow that goes from published literature to extracted material property data which in turn is used to obtain data-driven insights. Our insights include active learning strategies that can simultaneously optimize the material system and train strong predictive models of material properties. This work provides a valuable framework for research in material science.","Thu, 29 Feb 2024 18:54:46 UTC (5,391 KB)"
"98","Reduction of Anisotropic Volume Expansion and the Optimization of Specific Charge Capacity in Lithiated Silicon Nanowires","Donald C. Boone","Applied Physics (physics.app-ph)","This computational research study analyzes the increase of the specific charge capacity that comes with the reduction of the anisotropic volume expansion during lithium ion insertion within silicon nanowires. This research paper is a continuation from previous work that studied the expansion rate and volume increase. It has been determined that when the lithium ion concentration is decreased by regulating the amount of Li ion flux, the lithium ions to silicon atoms ratio, represented by x, decreases within the amorphous lithiated silicon (a-LixSi) material. This results in a decrease in the volumetric strain of the lithiated silicon nanowire as well as a reduction in Maxwell stress that was calculated and Youngs elastic module that was measured experimentally using nanoindentation. The conclusion as will be seen is that as there is a decrease in lithium ion concentration there is a corresponding decrease in anisotropic volume and a resulting increase in specific charge capacity. In fact the amplification of the electromagnetic field due to the electron flux that created detrimental effects for a fully lithiated silicon nanowire at x = 3.75 which resulted in over a 300 percent volume expansion becomes beneficial with the decrease in lithium ion flux as x approaches 0.75, which leads to a marginal volume increase of 25 percent. This could lead to the use of crystalline silicon, c-Si, as an anode material that has been demonstrated in many previous research works to be ten times greater charge capacity than carbon base anode material for lithium ion batteries.","Thu, 29 Feb 2024 18:25:23 UTC (1,870 KB)"
"99","From design to device: challenges and opportunities in computational discovery of p-type transparent conductors","Rachel Woods-Robinson, Monica Morales-Masis, Geoffroy Hautier, Andrea Crovetto","Applied Physics (physics.app-ph)","A high-performance p-type transparent conductor (TC) does not yet exist, but could lead to advances in a wide range of optoelectronic applications and enable new architectures for, e.g., next-generation photovoltaic (PV) devices. High-throughput computational material screenings have been a promising approach to filter databases and identify new p-type TC candidates, and some of these predictions have been experimentally validated. However, most of these predicted candidates do not have experimentally-achieved properties on par with n-type TCs used in solar cells, and therefore have not yet been used in commercial devices. Thus, there is still a significant divide between transforming predictions into results that are actually achievable in the lab, and an even greater lag in scaling predicted materials into functional devices. In this perspective, we outline some of the major disconnects in this materials discovery process -- from scaling computational predictions into synthesizable crystals and thin films in the laboratory, to scaling lab-grown films into real-world solar devices -- and share insights to inform future strategies for TC discovery and design.","Thu, 29 Feb 2024 17:27:05 UTC (10,565 KB)"
"100","Social Links vs. Language Barriers: Decoding the Global Spread of Streaming Content","Seoyoung Park, Sanghyeok Park, Taekho You, Jinhyuk Yun","Physics and Society (physics.soc-ph)","The development of the internet has allowed for the global distribution of content, redefining media communication and property structures through various streaming platforms. Previous studies successfully clarified the factors contributing to trends in each streaming service, yet the similarities and differences between platforms are commonly unexplored; moreover, the influence of social connections and cultural similarity is usually overlooked. We hereby examine the social aspects of three significant streaming services--Netflix, Spotify, and YouTube--with an emphasis on the dissemination of content across countries. Using two-year-long trending chart datasets, we find that streaming content can be divided into two types: video-oriented (Netflix) and audio-oriented (Spotify). This characteristic is differentiated by accounting for the significance of social connectedness and linguistic similarity: audio-oriented content travels via social links, but video-oriented content tends to spread throughout linguistically akin countries. Interestingly, user-generated contents, YouTube, exhibits a dual characteristic by integrating both visual and auditory characteristics, indicating the platform is evolving into unique medium rather than simply residing a midpoint between video and audio media.","Thu, 29 Feb 2024 16:31:54 UTC (2,123 KB)"
