"","title","author","subject","abstract","meta"
"77","Inference of dynamical gene regulatory networks from single-cell data with physics informed neural networks","Maria Mircea, Diego Garlaschelli, Stefan Semrau","Quantitative Methods (q-bio.QM)","One of the main goals of developmental biology is to reveal the gene regulatory networks (GRNs) underlying the robust differentiation of multipotent progenitors into precisely specified cell types. Most existing methods to infer GRNs from experimental data have limited predictive power as the inferred GRNs merely reflect gene expression similarity or correlation. Here, we demonstrate, how physics-informed neural networks (PINNs) can be used to infer the parameters of predictive, dynamical GRNs that provide mechanistic understanding of biological processes. Specifically we study GRNs that exhibit bifurcation behavior and can therefore model cell differentiation. We show that PINNs outperform regular feed-forward neural networks on the parameter inference task and analyze two relevant experimental scenarios: 1. a system with cell communication for which gene expression trajectories are available and 2. snapshot measurements of a cell population in which cell communication is absent. Our analysis will inform the design of future experiments to be analyzed with PINNs and provides a starting point to explore this powerful class of neural network models further.","Sun, 14 Jan 2024 21:43:10 UTC (7,059 KB)"
"78","Dynamics of bacterial aggregates in microflows","Ana Carpio, Baldvin Einarsson, David R. Espeso","Soft Condensed Matter (cond-mat.soft)","Biofilms are bacterial aggregates that grow on moist surfaces. Thin homogeneous biofilms naturally formed on the walls of conducts may serve as biosensors, providing information on the status of microsystems (MEMS) without disrupting them. However, uncontrolled biofilm growth may largely disturb the environment they develop in, increasing the drag and clogging the tubes. To ensure controlled biofilm expansion we need to understand the effect of external variables on their structure. We formulate a hybrid model for the computational study of biofilms growing in laminar microflows. Biomass evolves according to stochastic rules for adhesion, erosion and motion, informed by numerical approximations of the flow fields at each stage. The model is tested studying the formation of streamers in three dimensional corner flows, gaining some insight on the effect of external variables on their structure.","Sat, 13 Jan 2024 18:47:43 UTC (4,843 KB)"
"79","Biofilm growth on rugose surfaces","David Rodriguez, Baldvin Einarsson, Ana Carpio","Soft Condensed Matter (cond-mat.soft)","A stochastic model is used to assess the effect of external parameters on the development of submerged biofilms on smooth and rough surfaces. The model includes basic cellular mechanisms, such as division and spreading, together with an elementary description of the interaction with the surrounding flow and probabilistic rules for EPS matrix generation, cell decay and adhesion. Insight on the interplay of competing mechanisms as the flow or the nutrient concentration change is gained. Erosion and growth processes combined produce biofilm structures moving downstream. A rich variety of patterns are generated: shrinking biofilms, patches, ripple-like structures traveling downstream, fingers, mounds, streamer-like patterns, flat layers, porous and dendritic structures. The observed regimes depend on the carbon source and the type of bacteria.","Sat, 13 Jan 2024 18:34:25 UTC (3,411 KB)"
"80","Incorporating Cellular Stochasticity in Solid--Fluid Mixture Biofilm Models","Ana Carpio, Elena Cebrian","Soft Condensed Matter (cond-mat.soft)","The dynamics of cellular aggregates is driven by the interplay of mechanochemical processes and cellular activity. Although deterministic models may capture mechanical features, local chemical fluctuations trigger random cell responses, which determine the overall evolution. Incorporating stochastic cellular behavior in macroscopic models of biological media is a challenging task. Herein, we propose hybrid models for bacterial biofilm growth, which couple a two phase solid/fluid mixture description of mechanical and chemical fields with a dynamic energy budget-based cellular automata treatment of bacterial activity. Thin film and plate approximations for the relevant interfaces allow us to obtain numerical solutions exhibiting behaviors observed in experiments, such as accelerated spread due to water intake from the environment, wrinkle formation, undulated contour development, and the appearance of inhomogeneous distributions of differentiated bacteria performing varied tasks.","Sat, 13 Jan 2024 14:43:50 UTC (4,184 KB)"
"81","Biofilms as poroelastic materials","Ana Carpio, Elena Cebrian, Perfecto Vidal","Soft Condensed Matter (cond-mat.soft)","Biofilms are bacterial aggregates encased in a self-produced polymeric matrix which attach to moist surfaces and are extremely resistant to chemicals and antibiotics. Recent experiments show that their structure is defined by the interplay of elastic deformations and liquid transport within the biofilm, in response to the cellular activity and the interaction with the surrounding environment. We propose a poroelastic model for elastic deformation and liquid transport in three dimensional biofilms spreading on agar surfaces. The motion of the boundaries can be described by the combined use of Von Karman type approximations for the agar/biofilm interface and thin film approximations for the biofilm/air interface. Bacterial activity informs the macroscopic continuous model through source terms and residual stresses, either phenomenological or derived from microscopic models. We present a procedure to estimate the structure of such residual stresses, based on a simple cellular automata description of bacterial activity. Inspired by image processing, we show that a filtering strategy effectively smooths out the rough tensors provided by the stochastic cellular automata rules, allowing us to insert them in the macroscopic model without numerical instability.","Sat, 13 Jan 2024 12:30:23 UTC (176 KB)"
"82","Cramer-Rao bound and absolute sensitivity in chemical reaction networks","Dimitri Loutchko, Yuki Sughiyama, Tetsuya J. Kobayashi","Molecular Networks (q-bio.MN)","Chemical reaction networks (CRN) comprise an important class of models to understand biological functions such as cellular information processing, the robustness and control of metabolic pathways, circadian rhythms, and many more. However, any CRN describing a certain function does not act in isolation but is a part of a much larger network and as such is constantly subject to external changes. In [Shinar, Alon, and Feinberg. ""Sensitivity and robustness in chemical reaction networks."" SIAM J App Math (2009): 977-998.], the responses of CRN to changes in the linear conserved quantities, called sensitivities, were studied in and the question of how to construct absolute, i.e., basis-independent, sensitivities was raised. In this article, by applying information geometric methods, such a construction is provided. The idea is to track how concentration changes in a particular chemical propagate to changes of all the other chemicals within a steady state. This is encoded in the matrix of absolute sensitivites. A linear algebraic characterization of the matrix of absolute sensitivities for quasi-thermostatic CRN is derived via a Cramer-Rao bound for CRN, which is based on the the analogy between quasi-thermostatic steady states and the exponential family of probability distributions.","Sat, 13 Jan 2024 06:00:45 UTC (234 KB)"
"83","Autoregressive fragment-based diffusion for pocket-aware ligand design","Mahdi Ghorbani, Leo Gendelev, Paul Beroza, Michael J. Keiser","Biomolecules (q-bio.BM)","In this work, we introduce AutoFragDiff, a fragment-based autoregressive diffusion model for generating 3D molecular structures conditioned on target protein structures. We employ geometric vector perceptrons to predict atom types and spatial coordinates of new molecular fragments conditioned on molecular scaffolds and protein pockets. Our approach improves the local geometry of the resulting 3D molecules while maintaining high predicted binding affinity to protein targets. The model can also perform scaffold extension from user-provided starting molecular scaffold.","Fri, 15 Dec 2023 04:03:03 UTC (3,931 KB)"
"84","Biofilm mechanics and patterns","Ana Carpio, Elena Cebrian, David R. Espeso, Perfecto Vidal","Soft Condensed Matter (cond-mat.soft)","From multicellular tissues to bacterial colonies, three dimensional cellular structures arise through the interaction of cellular activities and mechanical forces. Simple bacterial communities provide model systems for analyzing such interaction. Biofilms are bacterial aggregates attached to wet surfaces and encased in a self-produced polymeric matrix. Biofilms in flows form filamentary structures that contrast with the wrinkled layers observed on air/solid interfaces. We are able to reproduce both types of shapes through elastic rod and plate models that incorporate information from the biomass production and differentiations process, such as growth rates, growth tensors or inner stresses, as well as constraints imposed by the interaction with environment. A more precise study of biofilm dynamics requires tackling water absorption from its surroundings and fluid transport within the biological system. This process alters the material properties of the biofilm and the overall stresses. We analyze whether poroelastic approaches can provide a suitable combined description of fluid-like and solid-like biofilm behavior.","Wed, 10 Jan 2024 18:41:42 UTC (1,968 KB)"
"85","The Rise of Data-Driven Microscopy powered by Machine Learning","Leonor Morgado, Estibaliz Gómez-de-Mariscal, Hannah S. Heil, Ricardo Henriques","Quantitative Methods (q-bio.QM)","Optical microscopy is an indispensable tool in life sciences research, but conventional techniques require compromises between imaging parameters like speed, resolution, field-of-view, and phototoxicity. To overcome these limitations, data-driven microscopes incorporate feedback loops between data acquisition and analysis. This review overviews how machine learning enables automated image analysis to optimise microscopy in real-time. We first introduce key data-driven microscopy concepts and machine learning methods relevant to microscopy image analysis. Subsequently, we highlight pioneering works and recent advances in integrating machine learning into microscopy acquisition workflows, including optimising illumination, switching modalities and acquisition rates, and triggering targeted experiments. We then discuss the remaining challenges and future outlook. Overall, intelligent microscopes that can sense, analyse, and adapt promise to transform optical imaging by opening new experimental possibilities.","Wed, 10 Jan 2024 17:28:17 UTC (5,221 KB)"
"86","Interface-Driven Peptide Folding: Quantum Computations on Simulated Membrane Surfaces","Daniel Conde-Torres, Mariamo Mussa-Juane, Daniel Faílde, Andrés Gómez, Rebeca García-Fandiño, Ángel Piñeiro","Quantum Physics (quant-ph)","Antimicrobial peptides (AMPs) play important roles in cancer, autoimmune diseases, and aging. A critical aspect of AMP functionality is their targeted interaction with pathogen membranes, which often possess altered lipid compositions. Designing AMPs with enhanced therapeutic properties relies on a nuanced understanding of these interactions, which are believed to trigger a rearrangement of these peptides from random coil to alpha-helical conformations, essential for their lytic action. Traditional supercomputing has consistently encountered difficulties in accurately modeling these structural changes, especially within membrane environments, thereby opening an opportunity for more advanced approaches. This study extends an existing quantum computing algorithm to address the complexities of antimicrobial peptide interactions at interfaces. Our approach enables the prediction of the optimal conformation of peptides located in the transition region between hydrophilic and hydrophobic phases, akin to lipid membranes. The new method has been applied to model the structure of three 10-amino-acid-long peptides, each exhibiting hydrophobic, hydrophilic, or amphipathic properties in different media and at interfaces between solvents of different polarity. Notably, our approach does not demand a higher number of qubits compared to simulations in homogeneous media, making it more feasible with current quantum computing resources. Despite existing limitations in computational power and qubit accessibility, our findings demonstrate the significant potential of quantum computing in accurately characterizing complex biomolecular processes, particularly the folding of AMPs at membrane models. This research paves the way for future advances in quantum computing to enhance the accuracy and applicability of biomolecular simulations.","Wed, 10 Jan 2024 11:18:19 UTC (9,119 KB)"
"87","Clinical Applications of Plantar Pressure Measurement","Kelsey Detels, David Shin, Harrison Wilson, Shanni Zhou, Andrew Chen, Jessica Rosendorf, Atta Taseh, Bardiya Akhbari, Joseph H. Schwab, Hamid Ghaednia","Signal Processing (eess.SP)","Plantar pressure measurements can provide valuable insight into various health characteristics in patients. In this study, we describe different plantar pressure devices available on the market and their clinical relevance. Current devices are either platform-based or wearable and consist of a variety of sensor technologies: resistive, capacitive, piezoelectric, and optical. The measurements collected from any of these sensors can be utilized for a range of clinical applications including patients with diabetes, trauma, deformity and cerebral palsy, stroke, cervical myelopathy, ankle instability, sports injuries, and Parkinsons disease. However, the proper technology should be selected based on the clinical need and the type of tests being performed on the device. In this review we provide the reader with a simple overview of the existing technologies their advantages and disadvantages and provide application examples for each. Moreover, we suggest new areas in orthopaedic that plantar pressure mapping technology can be utilized for increased quality of care.","Tue, 9 Jan 2024 21:28:58 UTC (676 KB)"
"88","Principal Component Analysis in Application to Brillouin Microscopy Data","Hadi Mahmodi, Christopher G. Poulton, Mathew N. Lesley, Glenn Oldham, Hui Xin Ong, Steven J. Langford, Irina V. Kabakova","Quantitative Methods (q-bio.QM)","Brillouin microscopy has recently emerged as a new bio-imaging modality that provides information on the micromechanical properties of biological materials, cells and tissues. The data collected in a typical Brillouin microscopy experiment represents the high-dimensional set of spectral information. Its analysis requires non-trivial approaches due to subtlety in spectral variations as well as spatial and spectral overlaps of measured features. This article offers a guide to the application of Principal Component Analysis (PCA) for processing Brillouin imaging data. Being unsupervised multivariate analysis, PCA is well-suited to tackle processing of complex Brillouin spectra from heterogeneous biological samples with minimal a priori information requirements. We point out the importance of data pre-processing steps in order to improve outcomes of PCA. We also present a strategy where PCA combined with k-means clustering method can provide a working solution to data reconstruction and deeper insights into sample composition, structure and mechanics.","Tue, 9 Jan 2024 09:58:01 UTC (1,822 KB)"
"89","The Required Spatial Resolution to Assess Imbalance using Plantar Pressure Mapping","Kelsey Detels, Shanni Zhao, Harrison Wilson, Jessica Rosendorf, Ghazal Shabestanipour, Elias Ben Mellouk, David Shin, Joseph Schwab, Hamid Ghaednia","Signal Processing (eess.SP)","Roughly 1/3 of adults older than 65 fall each year, resulting in more than 3 million emergency room visits, thousands of deaths, and over $50 Billion in direct costs. The Centers for Disease Control and Prevention (CDC) estimate that 1/3 of falls are preventable with effective mitigation strategies, particularly for imbalance. Therefore, quantification of imbalance is being studied extensively in recent years. In this study we investigate the feasibility of plantar pressure mapping in balance assessment through a healthy human subject study. We used an in-house plantar pressure mapping device with high precision based on Frustrated Total Internal Reflection to measure subjects sway during the Romberg test. Through the measurements obtained from all subjects, we measured the minimum spatial resolution required for plantar pressure mapping devices in assessment of balance. We conclude that most of the current devices in the market lack the requirements for imbalance measurements.","Mon, 8 Jan 2024 21:18:48 UTC (948 KB)"
"90","Mapping Whole Exome Sequencing to In Vivo Imaging with Stereotactic Localization and Deep Learning","Mahsa Servati, Courtney N. Vaccaro, Emily E. Diller, Renata Pellegrino Da Silva, Fernanda Mafra, Sha Cao, Katherine B. Stanley, Aaron Cohen-Gadol, Jason G. Parker","Medical Physics (physics.med-ph)","This study presents a multi-faceted approach combining stereotactic biopsy with standard clinical open-craniotomy for sample collection, voxel-wise analysis of MR images, regression-based Generalized Additive Models (GAM), & whole-exome sequencing. This work aims to demonstrate the potential of machine learning algorithms to predict variations in cellular & molecular tumor characteristics. This retrospective study enrolled ten treatment-naive patients with radiologically confirmed glioma (5 WHO grade II, 5 WHO grade IV). Each patient underwent a multiparametric MR scan (T1W, T1W-CE, T2W, T2W-FLAIR, DWI) prior to surgery (27.9+/-34.0 days). During standard craniotomy procedure, at least 1 stereotactic biopsy was collected from each patient, with screenshots of the sample locations saved for spatial registration to pre-surgical MR data. Whole-exome sequencing was performed on flash-frozen tumor samples, prioritizing the signatures of five glioma-related genes: IDH1, TP53, EGFR, PIK3CA, & NF1. Regression was implemented with a GAM using a univariate shape function for each predictor. Standard receiver operating characteristic analyses were used to evaluate detection, with AUC (area under curve) calculated for each gene target & MR contrast combination. The mean AUC for the five gene targets & 31 MR contrast combinations was 0.75+/-0.11; individual AUCs were as high as 0.96 for both IDH1 & TP53 with T2W-FLAIR & ADC & 0.99 for EGFR with T2W & ADC. An average AUC of 0.85 across the five mutations was achieved using the combination of T1W, T2W-FLAIR, & ADC. These results suggest the possibility of predicting exome-wide mutation events from non-invasive, in vivo imaging by combining stereotactic localization of glioma samples & a semi-parametric deep learning method. This approach holds potential for refining targeted therapy by better addressing the genomic heterogeneity of glioma tumors.","Mon, 8 Jan 2024 20:45:34 UTC (2,477 KB)"
"91","Imágenes de Resonancia Magnética con Contraste en el Cáncer de Mama","Virginia del Campo, Iker Malaina","Other Quantitative Biology (q-bio.OT)","In this study, 529 variables extracted from dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI) of 922 breast cancer patients have been evaluated, focusing on distinguishing between recurrent and non-recurrent cases, as well as those with and without metastasis. Special emphasis is placed on the differences among invasive breast cancer subtypes (Luminal A, Luminal B, HER2 positive, and TNBC). The accurate identification of the subtype is crucial as it impacts both treatment and prognosis. The analysis is based on the dataset from Saha et al., highlighting key factors for predicting recurrences and metastases, providing valuable information for proper monitoring and the selection of effective treatments.","Mon, 8 Jan 2024 12:30:26 UTC (20 KB)"
"92","Amplitude and Frequency encodings give cells a different lens to sense the environment","Alan Givré, Alejandro Colman-Lerner, Silvina Ponce Dawson","Cell Behavior (q-bio.CB)","Cells continuously sense their surroundings to detect modifications and generate responses. Very often changes in extracellular concentrations initiate signaling cascades that eventually result in changes in gene expression. Increasing stimulus strengths can be encoded in increasing concentration amplitudes or increasing activation frequencies of intermediaries of the pathway. In this Letter we show how the different way in which amplitude and frequency encoding map environmental changes impact on the cell's information transmission capabilities. While amplitude encoding is optimal for a limited range of stimuli strengths around a finite value, frequency encoding information transmission can improve or remain relatively flat as the stimulus strength increases. The apparently redundant combination of both mechanisms in some cell types may then serve the purpose of expanding the range over which stimulus strengths can be reliably discriminated. In this Letter we also discuss a possible example of this mechanism.","Mon, 8 Jan 2024 18:50:20 UTC (699 KB)"
"93","So You Want to Image Myelin Using MRI: Advanced Magnetic Susceptibility Imaging for Myelin","Jongho Lee, Sooyeon Ji, Se-Hong Oh","Medical Physics (physics.med-ph)","In MRI, researchers have long endeavored to effectively visualize myelin distribution in the brain, a pursuit with significant implications for both scientific research and clinical applications. Over time, various methods such as myelin water imaging, magnetization transfer imaging, and relaxometric imaging have been developed, each carrying distinct advantages and limitations. Recently, an innovative technique named as magnetic susceptibility source separation has emerged, introducing a novel surrogate biomarker for myelin in the form of a diamagnetic susceptibility map. This paper comprehensively reviews this cutting-edge method, providing the fundamental concepts of magnetic susceptibility, susceptibility imaging, and the validation of the diamagnetic susceptibility map as a myelin biomarker. Additionally, the paper explores essential aspects of data acquisition and processing, offering practical insights for readers. A comparison with established myelin imaging methods is also presented, and both current and prospective clinical and scientific applications are discussed to provide a holistic understanding of the technique. This work aims to serve as a foundational resource for newcomers entering this dynamic and rapidly expanding field.","Mon, 8 Jan 2024 06:41:19 UTC (1,427 KB)"
"94","Global Prediction of COVID-19 Variant Emergence Using Dynamics-Informed Graph Neural Networks","Majd Al Aawar, Srikar Mutnuri, Mansooreh Montazerin, Ajitesh Srivastava","Populations and Evolution (q-bio.PE)","During the COVID-19 pandemic, a major driver of new surges has been the emergence of new variants. When a new variant emerges in one or more countries, other nations monitor its spread in preparation for its potential arrival. The impact of the variant and the timing of epidemic peaks in a country highly depend on when the variant arrives. The current methods for predicting the spread of new variants rely on statistical modeling, however, these methods work only when the new variant has already arrived in the region of interest and has a significant prevalence. The question arises: Can we predict when (and if) a variant that exists elsewhere will arrive in a given country and reach a certain prevalence? We propose a variant-dynamics-informed Graph Neural Network (GNN) approach. First, We derive the dynamics of variant prevalence across pairs of regions (countries) that applies to a large class of epidemic models. The dynamics suggest that ratios of variant proportions lead to simpler patterns. Therefore, we use ratios of variant proportions along with some parameters estimated from the dynamics as features in a GNN. We develop a benchmarking tool to evaluate variant emergence prediction over 87 countries and 36 variants. We leverage this tool to compare our GNN-based approach against our dynamics-only model and a number of machine learning models. Results show that the proposed dynamics-informed GNN method retrospectively outperforms all the baselines, including the currently pervasive framework of Physics-Informed Neural Networks (PINNs) that incorporates the dynamics in the loss function.","Sun, 7 Jan 2024 05:03:30 UTC (2,615 KB)"
"95","A dynamic thermal sensing mechanism with reconfigurable expanded-plane structures","Haohan Tan, Haoyang Cai, Peng Jin, Jiping Huang","Applied Physics (physics.app-ph)","The precise measurement of temperature is crucial in various fields such as biology, medicine, industrial automation, energy management, and daily life applications. While in most scenarios, sensors with a fixed thermal conductivity inevitably mismatch the analogous parameter of the medium being measured, thus causing the distortion and inaccurate detection of original temperature fields. Despite recent efforts on addressing the parameter-mismatch issue, all current solutions are constrained to a fixed working medium whereas a more universal sensor should function in a variety of scenes. Here, we report a dynamic thermal sensor capable of highly accurate measurements in diverse working environments. Remarkably, thanks to the highly tunable thermal conductivity of the expanded-plane structure, this sensor works effect on background mediums with a wide range of conductivity. Such a development greatly enhances the robustness and adaptability of thermal sensors, setting a solid foundation for applications in multi-physical sensing scenarios.","Sun, 7 Jan 2024 02:06:47 UTC (17,655 KB)"
"96","Dimensional reduction of gradient-like stochastic systems with multiplicative noise via Fokker-Planck diffusion maps","Andrew Baumgartner, Sui Huang, Jennifer Hadlock, Cory Funk","Quantitative Methods (q-bio.QM)","Dimensional reduction techniques have long been used to visualize the structure and geometry of high dimensional data. However, most widely used techniques are difficult to interpret due to nonlinearities and opaque optimization processes. Here we present a specific graph based construction for dimensionally reducing continuous stochastic systems with multiplicative noise moving under the influence of a potential. To achieve this, we present a specific graph construction which generates the Fokker-Planck equation of the stochastic system in the continuum limit. The eigenvectors and eigenvalues of the normalized graph Laplacian are used as a basis for the dimensional reduction and yield a low dimensional representation of the dynamics which can be used for downstream analysis such as spectral clustering. We focus on the use case of single cell RNA sequencing data and show how current diffusion map implementations popular in the single cell literature fit into this framework.","Fri, 5 Jan 2024 23:59:07 UTC (1,061 KB)"
"97","SAPNet: a deep learning model for identification of single-molecule peptide post-translational modifications with surface enhanced Raman spectroscopy","Mulusew W.Yaltaye, Yingqi Zhao, Eva Bozo, Pei-Lin Xin, Vahid Farrah, Francesco De Angelis, Jian-An Huang","Quantitative Methods (q-bio.QM)","Nanopore resistive pulse sensors are emerging technologies for single-molecule protein sequencing. But they can hardly detect small post-translational modifications (PTMs) such as hydroxylation in single-molecule level. While a combination of surface enhanced Raman spectroscopy (SERS) with plasmonic nanopores can detect the small PTMs, the blinking Raman peaks in the single-molecule SERS spectra leads to a big challenge in data analysis and PTM identification. Herein, we developed and validated a one-dimensional convolutional neural network (1D-CNN) for amino acids and peptides identification from their PTMs including hydroxylation and phosphorylation by their single-molecule SERS spectra, named Single Amino acid and Peptide Network (SAPNet). Our work combines cutting-edge plasmonic nanopore technology for SERS signal acquisition and deep learning for fully automated extraction of information from the SERS signals. The SAPNet model achieved an overall accuracy of 99.66% for the identification of amino acids from their modification, and 98.38% for the identification of peptides from their PTM translation. We also evaluated the model with out-of-sample examples with good performance. Our work can be beneficial for early detection of diseases such as cancers and Alzheimer's disease.","Fri, 5 Jan 2024 10:40:51 UTC (1,859 KB)"
"98","Tracking sustainability: co-evolution of economic and ecological activities in the industrialization of the United Kingdom and China","Xiaoyu Hou, Tianyi Zhou, Xianyuan Chang, Feng Mao, Zhaoping Wu, Ying Ge, Kang Hao Cheong, Jie Chang, Yong Min","Physics and Society (physics.soc-ph)","The co-evolution of economic and ecological activities represents one of the fundamental challenges in the realm of sustainable development. This study on the word trends in mainstream newspapers from the UK and China reveals that both early-industrialised countries and latecomers follow three modes of economic and ecological co-evolution. First, both economic and ecological words demonstrate an S-shaped growth trajectory, and the mode underscores the importance of information propagation, whilst also highlighting the crucial role of self-organisation in the accept society. Second, the co-occurrence of these two type words exhibits a Z-shaped relationship: for two-thirds of the observed period, they display synergistic interactions, while the remaining time shows trade-offs. Lastly, the words related to ecological degradation follow M-shaped trajectories in parallel with economic growth, suggesting periodic disruptions and reconstructions in their interrelationships. Our findings contribute to a more nuanced understanding of the co-evolutionary mechanisms that govern collective behaviours in human society.","Fri, 5 Jan 2024 08:05:57 UTC (8,782 KB)"
"99","Correlation-enhanced viable core in metabolic networks","Mi Jin Lee, Sudo Yi, Deok-Sun Lee","Molecular Networks (q-bio.MN)","Cellular ingredient concentrations can be stabilized by adjusting generation and consumption rates through multiple pathways. To explore the portion of cellular metabolism equipped with multiple pathways, we categorize individual metabolic reactions and compounds as viable or inviable: A compound is viable if processed by two or more reactions, and a reaction is viable if all of its substrates and products are viable. Using this classification, we identify the maximal subnetwork of viable nodes, referred to as the {\it viable core}, in bipartite metabolic networks across thousands of species. The obtained viable cores are remarkably larger than those in degree-preserving randomized networks, while their broad degree distributions commonly enable the viable cores to shrink gradually as reaction nodes are deleted. We demonstrate that the positive degree-degree correlations of the empirical networks may underlie the enlarged viable cores compared to the randomized networks. By investigating the relation between degree and cross-species frequency of metabolic compounds and reactions, we elucidate the evolutionary origin of the correlations.","Fri, 5 Jan 2024 04:02:07 UTC (1,684 KB)"
"100","Deep Learning for Optical Tweezers","Antonio Ciarlo, David Bronte Ciriza, Martin Selin, Onofrio M. Maragò, Antonio Sasso, Giuseppe Pesce, Giovanni Volpe, Mattias Goksör","Optics (physics.optics)","Optical tweezers exploit light--matter interactions to trap particles ranging from single atoms to micrometer-sized eukaryotic cells. For this reason, optical tweezers are a ubiquitous tool in physics, biology, and nanotechnology. Recently, the use of deep learning has started to enhance optical tweezers by improving their design, calibration, and real-time control as well as the tracking and analysis of the trapped objects, often outperforming classical methods thanks to the higher computational speed and versatility of deep learning. Here, we review how deep learning has already remarkably improved optical tweezers, while exploring the exciting, new future possibilities enabled by this dynamic synergy. Furthermore, we offer guidelines on integrating deep learning with optical trapping and optical manipulation in a reliable and trustworthy way.","Thu, 4 Jan 2024 15:41:46 UTC (19,191 KB)"
"101","Enhancing the Quality and Reliability of Machine Learning Interatomic Potentials through Better Reporting Practices","Tristan Maxson, Ademola Soyemi, Benjamin W. J. Chen, Tibor Szilvási","Chemical Physics (physics.chem-ph)","Recent developments in machine learning interatomic potentials (MLIPs) have empowered even non-experts in machine learning to train MLIPs for accelerating materials simulations. However, the current literature lacks clear standards for documenting the use of MLIPs, which hinders the reproducibility and independent evaluation of the presented results. In this perspective, we aim to provide guidance on best practices for documenting MLIP use while walking the reader through the development and deployment of MLIPs including hardware and software requirements, generating training data, training models, validating predictions, and MLIP inference. We also suggest useful plotting practices and analyses to validate and boost confidence in the deployed models. Finally, we provide a step-by-step checklist for practitioners to use directly before publication to standardize the information to be reported. Overall, we hope that our work will encourage reliable and reproducible use of these MLIPs, which will accelerate their ability to make a positive impact in various disciplines including materials science, chemistry, and biology, among others.","Thu, 4 Jan 2024 14:06:41 UTC (877 KB)"
"102","Live-cell imaging powered by computation","Hari Shroff, Ilaria Testa, Florian Jug, Suliana Manley","Quantitative Methods (q-bio.QM)","The proliferation of microscopy methods for live-cell imaging offers many new possibilities for users but can also be challenging to navigate. We focus here on computational methods that promise to boost live-cell fluorescence microscopy, where intra-cellular dynamics and cell viability constrain measurements considerably. Considering the tradeoffs between signal-to-noise ratio (SNR), spatial resolution, temporal resolution, and multi-color and multi-channel capacity, we review computational methods that can be layered on top of commonly used existing microscopies, as well as hybrid methods that integrate computation and microscope hardware.","Tue, 2 Jan 2024 21:20:34 UTC (3,606 KB)"
"103","Efficient Rare Event Sampling with Unsupervised Normalising Flows","Solomon Asghar, Qing-Xiang Pei, Giorgio Volpe, Ran Ni","Computational Physics (physics.comp-ph)","From Physics and Biology to Seismology and Economics, the behaviour of countless systems is determined by impactful yet unlikely transitions between metastable states known as \emph{rare events}, the study of which is essential for understanding and controlling these systems' properties. Classical computational methods to sample rare events remain prohibitively inefficient, and are a bottleneck for enhanced samplers requiring prior data. Here, we introduce a novel framework, FlowRES that uses unsupervised normalising flow neural networks to enhance Monte Carlo sampling of rare events by generating high-quality nonlocal Monte Carlo proposals. We validate FlowRES by sampling the transition path ensembles of equilibrium and non-equilibrium systems of Brownian particles exploring increasingly complex potential surfaces. Beyond eliminating requirements for prior data, FlowRES features key advantages over established samplers: no collective variables need defining, its efficiency remains constant even as events become increasingly unlikely, and it can handle systems with multiple routes between states.","Tue, 2 Jan 2024 07:11:27 UTC (14,342 KB)"
"104","Learn to integrate parts for whole through correlated neural variability","Zhichao Zhu, Yang Qi, Wenlian Lu, Jianfeng Feng","Neurons and Cognition (q-bio.NC)","Sensory perception originates from the responses of sensory neurons, which react to a collection of sensory signals linked to various physical attributes of a singular perceptual object. Unraveling how the brain extracts perceptual information from these neuronal responses is a pivotal challenge in both computational neuroscience and machine learning. Here we introduce a statistical mechanical theory, where perceptual information is first encoded in the correlated variability of sensory neurons and then reformatted into the firing rates of downstream neurons. Applying this theory, we illustrate the encoding of motion direction using neural covariance and demonstrate high-fidelity direction recovery by spiking neural networks. Networks trained under this theory also show enhanced performance in classifying natural images, achieving higher accuracy and faster inference speed. Our results challenge the traditional view of neural covariance as a secondary factor in neural coding, highlighting its potential influence on brain function.","Mon, 1 Jan 2024 13:05:29 UTC (6,423 KB)"
"105","Modelling contagious viral dynamics: a kinetic approach based on mutual utility","Giulia Bertaglia, Lorenzo Pareschi, Giuseppe Toscani","Populations and Evolution (q-bio.PE)","The temporal evolution of a contagious viral disease is modelled as the dynamic progression of different classes of population with individuals interacting pairwise. This interaction follows a binary mechanism typical of kinetic theory, wherein agents aim to improve their condition with respect to a mutual utility target. To this end, we introduce kinetic equations of Boltzmann-type to describe the time evolution of the probability distributions of the multi-agent system. The interactions between agents are defined using principles from price theory, specifically employing Cobb-Douglas utility functions for binary exchange and the Edgeworth box to depict the common exchange area where utility increases for both agents. Several numerical experiments presented in the paper highlight the significance of this mechanism in driving the phenomenon toward endemicity.","Sun, 31 Dec 2023 12:46:08 UTC (1,787 KB)[v2] Wed, 7 Feb 2024 10:34:38 UTC (1,957 KB)[v3] Fri, 9 Feb 2024 11:04:16 UTC (1,868 KB)"
